age,type_bac,parcours,moyenne_bac,moyenne_s1,moyenne_s2,moyenne_generale_s1_s2,nb_modules_echoues,heures_travail_semaine,discipline_note_sur_5,satisfaction_parcours_note_sur_5,travail_parallele,reussite_generale,resultat_final
27,Mathématiques,Licence,16.15,16.0,15.59,15.795,0,13.3,5,4,Non,1,1
19,Mathématiques,Cycle Ingénieur,13.18,11.95,13.02,12.485,1,12.4,4,4,Non,1,1
24,Informatique,Licence,14.05,11.74,9.82,10.780000000000001,2,10.4,2,4,Non,1,0
23,Informatique,Licence,15.53,16.0,16.0,16.0,1,13.7,3,3,Non,1,1
21,Informatique,Master,15.97,15.7,16.0,15.85,1,11.7,4,4,Oui,1,1
25,Informatique,Licence,16.5,9.0,9.0,9.0,4,8.4,2,2,Non,0,0
29,Sciences,Master,16.08,9.0,9.0,9.0,3,3.0,2,3,Non,0,0
22,Sciences,Cycle Ingénieur,13.72,13.79,12.03,12.91,0,12.4,3,4,Non,1,1
30,Informatique,Master,14.77,14.52,13.95,14.235,2,10.0,5,2,Non,1,1
20,Informatique,Cycle Ingénieur,12.69,11.11,14.15,12.629999999999999,0,10.1,5,3,Non,1,1
20,Informatique,Licence,14.83,14.07,12.1,13.085,1,8.8,4,4,Non,1,1
19,Technique,Master,17.87,16.0,16.0,16.0,0,12.5,3,4,Oui,1,1
27,Sciences,Master,17.44,16.0,15.14,15.57,0,7.3,5,3,Oui,1,1
20,Mathématiques,Cycle Ingénieur,17.77,16.0,16.0,16.0,2,9.7,4,3,Non,1,1
29,Technique,Master,15.67,15.52,13.72,14.620000000000001,2,8.6,4,2,Non,1,1
30,Sciences,Master,12.25,12.66,14.74,13.7,0,10.6,4,2,Non,1,1
30,Informatique,Master,15.64,14.6,13.63,14.115,1,4.4,3,3,Oui,1,1
19,Mathématiques,Master,14.11,9.0,9.0,9.0,4,1.7,3,2,Oui,0,0
20,Informatique,Master,15.6,9.0,9.0,9.0,3,7.6,2,3,Non,0,0
22,Informatique,Master,15.07,15.6,16.0,15.8,1,4.7,4,4,Non,1,1
30,Sciences,Master,14.01,15.64,14.84,15.24,2,10.9,5,3,Oui,1,1
21,Technique,Licence,15.16,13.47,13.61,13.54,1,8.5,4,3,Non,1,1
19,Informatique,Cycle Ingénieur,13.87,14.03,14.64,14.335,0,14.5,5,3,Non,1,1
27,Informatique,Licence,14.24,14.37,14.12,14.245,1,12.7,5,4,Oui,1,1
30,Mathématiques,Master,14.66,13.06,11.53,12.295,0,11.5,2,4,Non,1,1
25,Informatique,Licence,15.27,15.46,14.18,14.82,0,6.4,3,3,Oui,1,1
24,Informatique,Master,13.75,15.86,16.0,15.93,0,18.2,5,4,Oui,1,1
27,Sciences,Licence,12.88,11.53,11.04,11.285,1,17.7,3,4,Non,1,1
29,Sciences,Licence,16.31,15.86,14.43,15.145,1,12.6,4,4,Oui,1,1
25,Informatique,Licence,14.23,15.06,15.41,15.235,2,12.7,4,4,Non,1,1
29,Informatique,Master,11.36,10.31,9.62,9.965,2,10.8,3,5,Non,0,0
19,Sciences,Master,13.66,9.94,10.62,10.28,2,6.2,3,3,Oui,1,0
22,Sciences,Licence,11.87,9.0,9.0,9.0,3,8.0,2,5,Non,0,0
19,Sciences,Master,17.77,16.0,16.0,16.0,2,8.4,5,4,Oui,1,1
21,Sciences,Licence,17.67,16.0,15.55,15.775,2,15.0,5,5,Non,1,1
27,Informatique,Licence,16.58,15.24,16.0,15.620000000000001,1,5.5,5,3,Non,1,1
23,Technique,Master,13.15,14.52,12.25,13.385,0,6.6,5,3,Non,1,1
21,Sciences,Licence,15.74,12.68,12.93,12.805,2,9.3,3,4,Oui,1,1
25,Informatique,Licence,13.93,12.81,13.2,13.004999999999999,0,7.6,2,2,Non,1,1
24,Informatique,Cycle Ingénieur,14.83,14.45,14.52,14.485,0,11.8,3,4,Oui,1,1
19,Informatique,Licence,13.78,12.04,11.05,11.545,1,4.8,2,3,Oui,1,0
29,Technique,Licence,15.17,14.77,14.6,14.684999999999999,2,7.4,4,3,Non,1,1
20,Mathématiques,Licence,12.87,13.59,11.87,12.73,2,2.6,4,4,Non,1,1
22,Sciences,Licence,17.63,14.83,14.51,14.67,1,11.4,5,5,Non,1,1
30,Mathématiques,Master,15.39,15.82,15.58,15.7,1,13.8,5,3,Oui,1,1
24,Mathématiques,Licence,11.71,12.26,12.22,12.24,0,8.4,4,4,Oui,1,1
30,Informatique,Licence,17.03,16.0,16.0,16.0,1,18.9,5,3,Oui,1,1
25,Informatique,Licence,12.39,12.86,13.4,13.129999999999999,0,12.0,3,3,Oui,1,1
23,Mathématiques,Licence,11.54,10.67,11.72,11.195,1,10.7,2,2,Non,1,0
25,Technique,Master,16.87,9.0,9.0,9.0,3,9.4,1,3,Non,0,0
28,Informatique,Cycle Ingénieur,14.6,15.57,14.44,15.004999999999999,1,12.6,4,4,Oui,1,1
19,Technique,Master,17.27,16.0,16.0,16.0,1,13.6,4,4,Oui,1,1
30,Informatique,Master,16.84,16.0,15.92,15.96,0,9.4,5,5,Non,1,1
28,Technique,Master,11.15,10.65,10.69,10.67,0,0.7,4,3,Oui,1,1
19,Technique,Licence,16.35,16.0,14.47,15.235,0,9.1,4,4,Non,1,1
22,Technique,Master,14.12,14.13,13.97,14.05,1,13.1,5,3,Oui,1,1
28,Mathématiques,Cycle Ingénieur,16.8,9.0,9.0,9.0,3,7.0,3,3,Oui,0,0
25,Sciences,Cycle Ingénieur,12.62,8.79,9.75,9.27,0,6.7,2,4,Non,0,0
27,Sciences,Master,17.01,9.0,9.0,9.0,3,5.9,4,3,Non,0,0
23,Technique,Cycle Ingénieur,13.88,13.92,12.77,13.344999999999999,1,15.3,5,3,Oui,1,1
23,Informatique,Master,16.03,15.7,16.0,15.85,0,8.2,4,3,Non,1,1
27,Informatique,Master,12.48,11.52,10.17,10.844999999999999,0,6.0,2,2,Oui,1,0
30,Technique,Licence,15.0,14.44,14.77,14.605,2,11.9,5,5,Oui,1,1
20,Technique,Licence,13.29,12.01,15.36,13.684999999999999,0,16.2,5,4,Oui,1,1
23,Sciences,Cycle Ingénieur,11.82,9.98,9.37,9.675,2,5.8,1,3,Non,0,0
19,Mathématiques,Master,17.66,9.0,9.0,9.0,3,12.8,2,4,Oui,0,0
23,Informatique,Licence,12.55,13.0,13.54,13.27,2,14.0,5,5,Oui,1,1
27,Informatique,Master,14.4,13.75,15.39,14.57,1,8.2,5,4,Non,1,1
21,Technique,Cycle Ingénieur,11.09,13.23,11.62,12.425,0,5.2,3,3,Oui,1,1
27,Mathématiques,Licence,16.2,9.0,9.0,9.0,4,12.2,3,1,Non,0,0
24,Informatique,Master,14.03,11.91,10.88,11.395,1,5.9,3,3,Non,1,0
22,Informatique,Cycle Ingénieur,11.32,7.51,8.38,7.945,1,6.4,2,3,Non,0,0
27,Technique,Licence,11.04,11.44,12.44,11.94,1,14.8,4,4,Non,1,1
28,Mathématiques,Licence,16.31,16.0,14.8,15.4,2,16.4,3,2,Non,1,1
28,Sciences,Master,17.36,16.0,16.0,16.0,2,11.8,5,3,Non,1,1
28,Informatique,Master,13.9,14.0,12.79,13.395,1,15.4,4,3,Non,1,1
20,Informatique,Cycle Ingénieur,13.97,13.49,14.84,14.165,0,11.3,4,4,Non,1,1
20,Mathématiques,Master,17.71,16.0,16.0,16.0,1,2.3,5,4,Non,1,1
19,Sciences,Licence,14.7,13.98,15.92,14.95,0,15.1,5,4,Non,1,1
25,Sciences,Licence,12.31,13.77,14.16,13.965,1,7.9,4,3,Oui,1,1
24,Informatique,Cycle Ingénieur,11.24,10.24,10.98,10.61,1,8.9,3,4,Non,1,1
29,Mathématiques,Cycle Ingénieur,14.6,13.65,12.99,13.32,2,16.0,4,3,Oui,1,1
19,Informatique,Licence,15.04,9.0,9.0,9.0,3,7.1,2,4,Non,0,0
29,Sciences,Licence,11.1,9.7,9.35,9.524999999999999,0,5.6,2,4,Non,0,0
25,Informatique,Cycle Ingénieur,16.86,16.0,16.0,16.0,1,12.0,5,4,Oui,1,1
21,Mathématiques,Licence,14.1,13.64,12.41,13.025,0,15.3,4,4,Non,1,1
20,Informatique,Licence,13.39,9.0,9.0,9.0,4,10.0,3,3,Non,0,0
29,Technique,Licence,16.83,16.0,16.0,16.0,0,9.6,5,4,Oui,1,1
25,Informatique,Licence,15.84,16.0,16.0,16.0,0,12.6,4,3,Non,1,1
30,Sciences,Cycle Ingénieur,11.3,9.0,9.0,9.0,3,16.4,3,3,Non,0,0
19,Informatique,Licence,15.27,16.0,16.0,16.0,2,11.2,5,2,Non,1,1
20,Technique,Licence,15.01,14.07,14.65,14.36,1,9.5,3,4,Oui,1,1
24,Mathématiques,Licence,15.92,15.73,16.0,15.865,0,14.3,5,4,Oui,1,1
26,Sciences,Licence,12.38,11.88,10.54,11.21,2,12.3,3,4,Non,1,0
25,Mathématiques,Licence,15.33,14.3,13.0,13.65,1,16.0,3,3,Non,1,1
29,Technique,Master,16.53,16.0,14.21,15.105,1,8.9,4,3,Non,1,1
22,Mathématiques,Master,17.81,14.76,14.07,14.415,2,5.2,3,3,Oui,1,1
25,Mathématiques,Master,13.56,9.0,9.0,9.0,4,3.5,3,4,Non,0,0
23,Technique,Cycle Ingénieur,14.35,12.79,14.3,13.545,0,9.5,5,4,Non,1,1
25,Sciences,Licence,11.4,11.18,9.4,10.29,2,0.0,4,4,Oui,1,0
26,Sciences,Master,15.65,15.41,13.85,14.629999999999999,2,0.0,5,4,Non,1,1
24,Informatique,Master,16.87,16.0,16.0,16.0,1,9.5,4,2,Oui,1,1
27,Informatique,Licence,14.6,14.16,16.0,15.08,2,15.4,5,4,Non,1,1
26,Technique,Licence,13.61,12.99,11.65,12.32,1,10.4,3,3,Oui,1,1
30,Sciences,Licence,14.44,15.21,14.92,15.065000000000001,1,16.7,5,5,Oui,1,1
21,Technique,Licence,17.57,16.0,15.54,15.77,2,13.7,3,4,Non,1,1
22,Informatique,Licence,15.71,9.0,9.0,9.0,3,4.1,2,3,Non,0,0
19,Informatique,Master,12.06,13.4,10.27,11.835,0,5.8,3,3,Oui,1,0
25,Mathématiques,Licence,13.04,9.0,9.0,9.0,3,0.0,1,2,Non,0,0
20,Informatique,Cycle Ingénieur,16.32,9.0,9.0,9.0,3,8.0,4,3,Oui,0,0
20,Informatique,Licence,12.19,11.9,8.7,10.3,1,7.4,3,3,Non,1,0
22,Informatique,Licence,12.95,12.45,11.28,11.864999999999998,0,11.4,4,3,Non,1,1
27,Technique,Cycle Ingénieur,15.26,13.54,12.72,13.129999999999999,1,7.6,5,3,Non,1,1
19,Informatique,Cycle Ingénieur,12.48,9.0,9.0,9.0,3,8.2,2,4,Oui,0,0
24,Mathématiques,Licence,11.13,10.78,12.72,11.75,2,6.5,3,4,Oui,1,1
30,Sciences,Licence,15.18,14.97,13.33,14.15,0,11.8,5,5,Non,1,1
22,Sciences,Licence,16.17,9.0,9.0,9.0,4,11.0,4,3,Oui,0,0
29,Informatique,Licence,16.95,9.0,9.0,9.0,3,7.6,1,3,Non,0,0
29,Informatique,Cycle Ingénieur,11.65,11.64,9.92,10.780000000000001,0,7.7,3,2,Non,1,0
24,Technique,Cycle Ingénieur,15.63,15.14,16.0,15.57,1,14.3,4,5,Non,1,1
20,Informatique,Licence,16.99,16.0,14.94,15.469999999999999,0,8.0,4,5,Non,1,1
21,Informatique,Licence,13.39,12.24,14.07,13.155000000000001,0,9.0,4,5,Non,1,1
24,Mathématiques,Licence,15.78,16.0,16.0,16.0,1,4.6,4,4,Oui,1,1
23,Informatique,Licence,16.75,9.0,9.0,9.0,3,10.7,1,2,Non,0,0
19,Technique,Licence,11.58,12.3,11.23,11.765,0,7.8,3,3,Oui,1,0
23,Sciences,Licence,11.47,9.72,11.99,10.855,0,11.4,4,5,Non,1,1
30,Mathématiques,Licence,17.11,16.0,16.0,16.0,1,9.2,3,3,Oui,1,1
20,Sciences,Licence,11.35,11.99,12.18,12.085,1,7.9,4,2,Non,1,1
19,Informatique,Cycle Ingénieur,11.97,12.44,12.9,12.67,2,7.5,4,4,Oui,1,1
19,Mathématiques,Cycle Ingénieur,16.84,15.39,16.0,15.695,1,10.0,4,3,Oui,1,1
24,Informatique,Cycle Ingénieur,16.33,14.76,16.0,15.379999999999999,0,10.4,4,4,Non,1,1
28,Informatique,Licence,13.85,9.0,9.0,9.0,4,3.6,4,4,Non,0,0
25,Mathématiques,Licence,13.92,9.0,9.0,9.0,3,5.2,3,4,Non,0,0
28,Informatique,Licence,16.84,13.27,13.91,13.59,1,14.7,4,3,Non,1,1
22,Informatique,Licence,13.89,15.13,16.0,15.565000000000001,0,6.2,4,4,Non,1,1
22,Informatique,Master,13.93,12.93,10.66,11.795,1,9.6,3,3,Non,1,0
26,Informatique,Master,14.25,11.47,9.98,10.725000000000001,0,6.9,2,2,Non,1,0
25,Technique,Cycle Ingénieur,16.83,13.16,14.96,14.06,1,11.0,5,4,Non,1,1
28,Sciences,Licence,16.91,16.0,12.0,14.0,0,1.7,4,3,Oui,1,1
27,Mathématiques,Master,12.48,12.61,13.02,12.815,1,10.7,3,2,Non,1,1
25,Mathématiques,Licence,12.86,14.83,16.0,15.415,2,12.8,4,3,Oui,1,1
25,Informatique,Licence,13.92,11.88,11.39,11.635000000000002,1,7.3,3,3,Non,1,1
27,Informatique,Master,15.83,16.0,15.15,15.575,0,8.7,4,3,Oui,1,1
23,Sciences,Master,16.84,9.0,9.0,9.0,3,6.1,2,3,Oui,0,0
29,Sciences,Licence,13.94,12.4,13.97,13.185,0,6.1,5,4,Non,1,1
28,Informatique,Master,12.93,9.0,9.0,9.0,3,11.2,3,2,Oui,0,0
26,Sciences,Licence,11.65,9.41,8.95,9.18,0,2.9,2,2,Non,0,0
25,Mathématiques,Licence,12.48,13.27,8.91,11.09,0,6.0,3,1,Oui,1,0
21,Informatique,Licence,12.51,9.0,9.0,9.0,3,14.2,3,2,Non,0,0
20,Sciences,Master,11.4,8.29,8.15,8.219999999999999,2,5.4,3,2,Non,0,0
22,Informatique,Licence,17.2,16.0,16.0,16.0,0,5.1,4,4,Non,1,1
27,Informatique,Licence,14.82,15.09,15.79,15.44,0,19.2,5,3,Oui,1,1
25,Sciences,Cycle Ingénieur,11.82,10.63,9.08,9.855,2,16.6,2,2,Non,0,0
20,Informatique,Master,13.31,9.71,11.43,10.57,0,9.6,3,4,Oui,1,1
19,Sciences,Cycle Ingénieur,11.9,11.73,10.46,11.095,1,7.4,2,2,Non,1,0
30,Technique,Licence,16.47,15.92,16.0,15.96,1,16.2,5,4,Non,1,1
20,Informatique,Licence,15.72,14.54,15.88,15.21,2,17.6,5,4,Non,1,1
22,Sciences,Master,12.93,15.1,14.0,14.55,2,12.9,5,3,Oui,1,1
27,Sciences,Master,15.57,16.0,14.11,15.055,0,11.5,4,4,Oui,1,1
30,Technique,Licence,13.32,10.97,10.49,10.73,0,8.2,2,5,Oui,1,0
30,Mathématiques,Cycle Ingénieur,16.07,16.0,15.81,15.905000000000001,2,15.9,4,3,Oui,1,1
25,Informatique,Licence,14.5,9.0,9.0,9.0,3,11.7,2,3,Oui,0,0
22,Informatique,Master,17.94,9.0,9.0,9.0,4,1.1,3,4,Non,0,0
24,Informatique,Licence,13.07,14.22,15.2,14.71,1,6.0,4,4,Oui,1,1
24,Informatique,Cycle Ingénieur,15.79,15.16,10.38,12.77,0,9.3,3,2,Oui,1,0
29,Informatique,Licence,11.0,8.91,7.54,8.225,0,12.2,2,3,Oui,0,0
26,Mathématiques,Licence,17.26,16.0,16.0,16.0,1,8.8,4,3,Non,1,1
29,Technique,Master,16.81,16.0,15.9,15.95,0,12.3,3,3,Non,1,1
23,Mathématiques,Licence,13.14,15.15,13.73,14.440000000000001,2,6.7,4,3,Oui,1,1
29,Mathématiques,Licence,11.84,11.83,9.46,10.645,2,9.6,3,3,Non,1,0
30,Technique,Licence,16.37,15.75,12.82,14.285,2,6.5,3,4,Non,1,1
21,Technique,Licence,14.35,16.0,16.0,16.0,0,20.3,5,5,Non,1,1
29,Mathématiques,Licence,15.46,16.0,15.97,15.985,0,14.6,3,5,Non,1,1
26,Informatique,Licence,11.52,11.88,13.4,12.64,0,12.7,4,4,Non,1,1
23,Informatique,Licence,13.21,11.17,13.02,12.094999999999999,2,15.2,3,1,Non,1,1
24,Mathématiques,Cycle Ingénieur,14.85,12.58,11.6,12.09,1,13.0,4,3,Non,1,1
21,Informatique,Cycle Ingénieur,11.54,9.57,9.57,9.57,0,9.0,3,3,Non,0,0
28,Technique,Cycle Ingénieur,11.43,14.26,14.86,14.559999999999999,0,11.0,5,3,Non,1,1
20,Sciences,Licence,13.81,12.06,11.52,11.79,1,10.8,3,5,Non,1,1
27,Sciences,Master,11.69,12.98,12.49,12.735,0,7.2,5,4,Non,1,1
27,Informatique,Master,13.77,12.11,11.45,11.78,0,16.6,2,3,Oui,1,0
22,Mathématiques,Cycle Ingénieur,12.41,9.0,9.0,9.0,3,4.9,1,2,Non,0,0
25,Mathématiques,Master,15.75,13.78,11.35,12.565,1,8.1,4,4,Non,1,1
29,Informatique,Cycle Ingénieur,13.39,12.16,12.7,12.43,1,3.5,3,3,Non,1,1
30,Mathématiques,Master,11.38,12.14,12.45,12.295,1,8.1,2,3,Non,1,1
19,Sciences,Licence,14.52,15.83,15.74,15.785,1,13.8,5,4,Oui,1,1
30,Mathématiques,Master,11.1,9.99,9.96,9.975000000000001,2,10.0,3,4,Non,0,0
29,Informatique,Cycle Ingénieur,15.67,14.41,14.24,14.325,0,6.9,4,3,Oui,1,1
21,Informatique,Licence,11.36,11.29,7.54,9.415,1,11.1,2,3,Non,0,0
23,Informatique,Master,11.18,8.92,9.0,8.96,4,18.5,2,2,Oui,0,0
23,Mathématiques,Licence,11.34,11.1,9.09,10.094999999999999,1,5.6,3,2,Non,1,0
27,Informatique,Master,11.41,11.09,12.75,11.92,0,13.1,4,3,Non,1,1
27,Informatique,Licence,11.39,12.61,11.52,12.065,1,12.6,5,4,Non,1,1
25,Informatique,Cycle Ingénieur,13.75,13.34,12.85,13.094999999999999,0,8.6,4,4,Non,1,1
25,Informatique,Licence,11.79,12.96,11.96,12.46,1,14.8,4,3,Non,1,1
28,Informatique,Cycle Ingénieur,17.12,16.0,15.26,15.629999999999999,1,13.0,5,4,Oui,1,1
25,Mathématiques,Cycle Ingénieur,11.12,11.42,10.64,11.030000000000001,0,5.2,4,3,Oui,1,1
19,Informatique,Licence,17.7,16.0,16.0,16.0,1,14.1,5,5,Non,1,1
30,Sciences,Licence,17.98,16.0,14.76,15.379999999999999,1,8.1,3,3,Non,1,1
25,Sciences,Master,15.12,16.0,15.73,15.865,0,12.9,4,4,Oui,1,1
29,Informatique,Master,14.99,15.51,14.29,14.899999999999999,0,15.0,4,2,Oui,1,1
27,Informatique,Licence,16.21,16.0,14.05,15.025,1,8.5,4,3,Non,1,1
22,Informatique,Master,12.83,15.04,12.83,13.934999999999999,1,2.1,4,4,Oui,1,1
25,Informatique,Master,15.02,14.7,13.37,14.035,0,15.2,4,2,Oui,1,1
27,Mathématiques,Master,11.16,9.0,9.0,9.0,3,12.5,3,4,Non,0,0
21,Sciences,Cycle Ingénieur,12.79,11.63,10.21,10.920000000000002,0,6.2,2,4,Non,1,0
27,Informatique,Master,14.89,12.06,14.85,13.455,1,10.7,3,3,Non,1,1
22,Informatique,Cycle Ingénieur,13.52,9.0,9.0,9.0,3,13.4,1,2,Non,0,0
19,Sciences,Cycle Ingénieur,11.14,14.1,11.88,12.99,2,10.9,3,4,Oui,1,1
27,Mathématiques,Master,11.96,9.0,8.19,8.594999999999999,3,2.9,2,3,Non,0,0
24,Sciences,Cycle Ingénieur,13.87,14.21,14.49,14.350000000000001,0,13.0,5,3,Oui,1,1
20,Sciences,Licence,17.76,16.0,16.0,16.0,2,6.8,4,3,Non,1,1
29,Sciences,Master,15.52,13.77,14.92,14.344999999999999,1,7.1,4,4,Non,1,1
22,Mathématiques,Master,16.57,16.0,16.0,16.0,0,8.0,5,5,Non,1,1
21,Informatique,Licence,16.52,15.62,16.0,15.809999999999999,2,11.7,4,5,Oui,1,1
25,Informatique,Master,17.0,15.13,14.28,14.705,2,11.8,4,4,Oui,1,1
27,Sciences,Licence,11.38,9.17,10.25,9.71,0,6.6,3,3,Non,0,0
24,Informatique,Master,15.64,9.0,9.0,9.0,3,9.9,3,3,Non,0,0
27,Informatique,Cycle Ingénieur,17.91,16.0,16.0,16.0,1,16.9,5,4,Non,1,1
19,Technique,Licence,14.33,13.19,12.66,12.925,0,13.5,4,4,Oui,1,1
20,Mathématiques,Master,13.81,10.7,11.76,11.23,1,5.8,1,3,Oui,1,0
19,Technique,Licence,13.13,12.96,13.43,13.195,0,5.7,3,3,Non,1,1
29,Technique,Cycle Ingénieur,15.75,13.17,14.36,13.765,0,9.6,4,3,Oui,1,1
22,Sciences,Master,14.81,16.0,15.91,15.955,1,11.8,5,2,Non,1,1
24,Technique,Master,14.24,12.73,12.54,12.635,1,0.0,2,3,Non,1,1
22,Mathématiques,Master,13.96,15.1,14.17,14.635,2,12.4,3,5,Non,1,1
19,Sciences,Cycle Ingénieur,12.94,14.27,15.46,14.865,0,8.8,5,3,Oui,1,1
28,Informatique,Master,12.54,16.0,16.0,16.0,0,13.7,5,4,Non,1,1
19,Mathématiques,Master,15.94,13.84,12.65,13.245000000000001,0,12.8,4,4,Non,1,1
30,Informatique,Licence,17.96,16.0,16.0,16.0,0,9.2,5,3,Oui,1,1
28,Mathématiques,Licence,17.14,16.0,16.0,16.0,0,8.8,5,3,Oui,1,1
25,Informatique,Licence,16.28,9.0,9.0,9.0,4,1.0,2,4,Non,0,0
29,Informatique,Master,13.28,10.77,11.01,10.89,1,4.9,1,3,Oui,1,0
19,Informatique,Cycle Ingénieur,17.67,16.0,15.77,15.885,0,9.6,4,3,Oui,1,1
26,Sciences,Cycle Ingénieur,11.86,10.02,10.5,10.26,0,9.0,4,4,Non,1,1
30,Mathématiques,Master,14.08,12.96,10.74,11.850000000000001,0,8.0,3,4,Oui,1,0
19,Informatique,Master,16.74,15.99,16.0,15.995000000000001,0,7.6,4,4,Non,1,1
25,Informatique,Cycle Ingénieur,15.15,11.3,9.9,10.600000000000001,1,10.4,3,4,Non,1,0
27,Mathématiques,Licence,15.52,15.27,13.48,14.375,0,4.7,2,3,Non,1,1
25,Technique,Cycle Ingénieur,13.75,9.0,9.0,9.0,4,8.6,3,3,Non,0,0
28,Sciences,Cycle Ingénieur,16.38,16.0,16.0,16.0,1,17.7,5,4,Non,1,1
29,Informatique,Licence,11.48,12.32,10.45,11.385,1,3.8,2,3,Non,1,0
20,Technique,Master,15.82,12.96,13.43,13.195,1,10.0,4,4,Non,1,1
27,Sciences,Licence,14.68,14.34,15.54,14.94,0,14.7,3,1,Oui,1,1
22,Sciences,Licence,14.62,12.15,11.58,11.865,1,9.3,3,4,Oui,1,1
29,Informatique,Licence,11.61,12.17,12.49,12.33,0,3.6,2,3,Non,1,1
27,Informatique,Master,11.04,8.95,8.88,8.915,0,8.7,4,4,Non,0,0
19,Mathématiques,Licence,12.37,13.36,11.71,12.535,2,2.9,4,3,Non,1,1
22,Sciences,Licence,15.08,13.65,13.82,13.735,0,3.9,4,5,Oui,1,1
30,Mathématiques,Licence,15.37,9.0,9.0,9.0,3,9.3,1,3,Oui,0,0
30,Sciences,Cycle Ingénieur,16.68,9.0,9.0,9.0,3,12.3,2,3,Oui,0,0
22,Informatique,Licence,16.64,16.0,15.5,15.75,0,15.1,5,3,Oui,1,1
28,Technique,Licence,15.08,16.0,14.98,15.49,1,5.9,5,4,Non,1,1
19,Technique,Cycle Ingénieur,16.24,9.0,9.0,9.0,4,7.1,2,1,Non,0,0
30,Sciences,Licence,17.73,16.0,16.0,16.0,2,11.5,5,3,Non,1,1
28,Technique,Master,17.84,9.0,9.0,9.0,3,2.8,1,3,Oui,0,0
29,Sciences,Licence,17.57,9.0,9.0,9.0,3,0.6,2,3,Non,0,0
22,Informatique,Cycle Ingénieur,11.84,12.44,13.95,13.195,1,7.8,4,2,Non,1,1
21,Technique,Master,13.38,13.69,14.33,14.01,0,5.3,4,4,Non,1,1
21,Informatique,Master,12.38,9.0,9.0,9.0,3,0.0,2,5,Non,0,0
25,Sciences,Licence,16.03,15.6,16.0,15.8,0,9.5,4,5,Non,1,1
22,Mathématiques,Cycle Ingénieur,12.22,9.0,9.0,9.0,3,11.5,2,3,Oui,0,0
30,Technique,Master,16.34,13.93,14.5,14.215,2,15.7,5,5,Oui,1,1
29,Informatique,Cycle Ingénieur,11.95,9.76,10.99,10.375,0,10.9,3,4,Oui,1,0
24,Informatique,Licence,16.25,15.22,15.66,15.440000000000001,0,9.8,5,5,Non,1,1
24,Sciences,Master,11.26,9.0,6.21,7.605,3,4.8,1,3,Non,0,0
20,Mathématiques,Cycle Ingénieur,11.44,12.71,10.91,11.81,0,6.2,2,2,Non,1,0
20,Mathématiques,Licence,11.52,7.07,6.0,6.535,1,3.6,1,3,Oui,0,0
20,Technique,Licence,13.82,10.46,8.63,9.545000000000002,2,10.0,2,3,Non,0,0
23,Technique,Licence,11.28,10.39,13.64,12.015,1,4.1,3,2,Non,1,1
30,Mathématiques,Master,12.62,12.4,13.99,13.195,1,10.6,3,4,Non,1,1
21,Sciences,Licence,12.41,13.2,12.08,12.64,0,6.9,3,3,Non,1,1
20,Technique,Master,17.39,16.0,16.0,16.0,0,14.7,4,4,Oui,1,1
30,Informatique,Licence,17.34,9.0,9.0,9.0,3,14.2,3,3,Non,0,0
30,Informatique,Cycle Ingénieur,11.88,13.57,14.24,13.905000000000001,1,11.4,5,4,Non,1,1
23,Informatique,Cycle Ingénieur,13.21,13.92,13.8,13.86,2,14.7,3,3,Oui,1,1
22,Technique,Master,16.3,13.49,13.27,13.379999999999999,1,9.3,4,3,Non,1,1
29,Informatique,Cycle Ingénieur,16.93,16.0,16.0,16.0,0,12.7,3,3,Non,1,1
22,Technique,Licence,13.72,9.0,9.0,9.0,3,3.1,4,3,Non,0,0
19,Informatique,Master,12.51,9.0,9.0,9.0,4,8.3,2,2,Oui,0,0
24,Informatique,Licence,12.98,9.0,9.0,9.0,4,12.3,2,4,Non,0,0
20,Mathématiques,Licence,16.19,15.41,16.0,15.705,0,13.3,4,5,Oui,1,1
20,Mathématiques,Cycle Ingénieur,16.2,15.34,12.5,13.92,0,4.6,2,3,Non,1,1
28,Informatique,Master,15.72,14.27,15.22,14.745000000000001,0,4.1,4,5,Non,1,1
26,Informatique,Licence,13.18,14.42,14.49,14.455,1,12.5,2,3,Oui,1,1
30,Mathématiques,Licence,14.33,9.0,9.0,9.0,3,11.8,3,4,Non,0,0
28,Technique,Licence,16.79,9.0,9.0,9.0,4,0.1,2,4,Oui,0,0
20,Informatique,Licence,12.23,9.0,9.0,9.0,4,7.9,2,2,Non,0,0
20,Informatique,Master,13.4,12.89,13.35,13.120000000000001,0,9.3,5,3,Non,1,1
23,Informatique,Cycle Ingénieur,16.36,16.0,16.0,16.0,1,10.5,5,2,Oui,1,1
26,Mathématiques,Cycle Ingénieur,17.25,16.0,12.36,14.18,1,12.8,3,3,Oui,1,1
23,Informatique,Licence,17.62,9.0,9.0,9.0,3,5.0,2,2,Oui,0,0
24,Mathématiques,Master,17.67,16.0,16.0,16.0,1,9.4,5,5,Oui,1,1
24,Sciences,Master,11.45,10.37,10.25,10.309999999999999,2,12.5,2,2,Non,1,0
19,Sciences,Licence,17.37,16.0,16.0,16.0,0,18.4,4,4,Non,1,1
19,Sciences,Master,17.18,13.97,13.19,13.58,0,8.4,4,3,Non,1,1
20,Informatique,Master,13.6,12.18,12.94,12.559999999999999,1,6.1,2,3,Oui,1,1
21,Sciences,Master,15.04,16.0,16.0,16.0,0,8.8,5,3,Oui,1,1
